Category: All categories

Week,Restaurant: (Portugal)
2009-01-04,58
2009-01-11,55
2009-01-18,60
2009-01-25,54
2009-02-01,69
2009-02-08,100
2009-02-15,61
2009-02-22,65
2009-03-01,62
2009-03-08,56
2009-03-15,60
2009-03-22,55
2009-03-29,60
2009-04-05,69
2009-04-12,59
2009-04-19,63
2009-04-26,70
2009-05-03,63
2009-05-10,63
2009-05-17,67
2009-05-24,70
2009-05-31,60
2009-06-07,60
2009-06-14,55
2009-06-21,61
2009-06-28,58
2009-07-05,61
2009-07-12,64
2009-07-19,64
2009-07-26,70
2009-08-02,70
2009-08-09,75
2009-08-16,76
2009-08-23,74
2009-08-30,62
2009-09-06,71
2009-09-13,63
2009-09-20,64
2009-09-27,67
2009-10-04,70
2009-10-11,70
2009-10-18,65
2009-10-25,68
2009-11-01,64
2009-11-08,65
2009-11-15,69
2009-11-22,80
2009-11-29,78
2009-12-06,90
2009-12-13,89
2009-12-20,77
2009-12-27,97
