Category: All categories

Week,Mobile phone: (Portugal)
2017-01-01,96
2017-01-08,83
2017-01-15,78
2017-01-22,80
2017-01-29,82
2017-02-05,80
2017-02-12,72
2017-02-19,79
2017-02-26,78
2017-03-05,76
2017-03-12,74
2017-03-19,73
2017-03-26,74
2017-04-02,71
2017-04-09,70
2017-04-16,72
2017-04-23,72
2017-04-30,69
2017-05-07,72
2017-05-14,72
2017-05-21,70
2017-05-28,75
2017-06-04,73
2017-06-11,75
2017-06-18,72
2017-06-25,84
2017-07-02,78
2017-07-09,74
2017-07-16,80
2017-07-23,86
2017-07-30,88
2017-08-06,85
2017-08-13,92
2017-08-20,94
2017-08-27,85
2017-09-03,84
2017-09-10,86
2017-09-17,79
2017-09-24,78
2017-10-01,80
2017-10-08,73
2017-10-15,72
2017-10-22,76
2017-10-29,82
2017-11-05,87
2017-11-12,80
2017-11-19,85
2017-11-26,81
2017-12-03,90
2017-12-10,90
2017-12-17,90
2017-12-24,100
2017-12-31,85
2018-01-07,78
2018-01-14,80
2018-01-21,75
2018-01-28,70
2018-02-04,74
2018-02-11,77
2018-02-18,75
2018-02-25,77
2018-03-04,75
2018-03-11,76
2018-03-18,76
2018-03-25,75
2018-04-01,74
2018-04-08,71
2018-04-15,70
2018-04-22,70
2018-04-29,68
2018-05-06,72
2018-05-13,68
2018-05-20,63
2018-05-27,71
2018-06-03,76
2018-06-10,72
2018-06-17,71
2018-06-24,74
2018-07-01,74
2018-07-08,81
2018-07-15,79
2018-07-22,81
2018-07-29,83
2018-08-05,82
2018-08-12,82
2018-08-19,77
2018-08-26,85
2018-09-02,81
2018-09-09,83
2018-09-16,81
2018-09-23,86
2018-09-30,81
2018-10-07,74
2018-10-14,79
2018-10-21,81
2018-10-28,79
2018-11-04,81
2018-11-11,80
2018-11-18,91
2018-11-25,84
2018-12-02,85
2018-12-09,87
2018-12-16,91
2018-12-23,98
2018-12-30,84
